Retailer,RetailerID,InvoiceDate,Region,State,City,Product,Price_per_unit,Units_sold,Total_sales,Operating_profit,Sales_method
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Apparel,65.00,200.00,13000.00,3250.00,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Apparel,55.00,300.00,16500.00,4950.00,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Street Footwear,55.00,575.00,31625.00,11068.75,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.00,225.00,12375.00,4331.25,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.00,275.00,12375.00,3093.75,Outlet
Foot Locker,1185732,2020-01-01,Northeast,New York,New York,Men's Street Footwear,47.00,336.00,1579.20,963.31,Online
Foot Locker,1185732,2020-01-02,Northeast,New York,New York,Men's Athletic Footwear,47.00,260.00,1222.00,513.24,Online
Foot Locker,1185732,2020-01-03,Northeast,New York,New York,Women's Street Footwear,36.00,250.00,900.00,414.00,Online
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,41.00,247.00,1012.70,465.84,Online
Foot Locker,1185732,2020-01-05,Northeast,New York,New York,Men's Apparel,55.00,234.00,1287.00,514.80,Online
Foot Locker,1185732,2020-01-06,Northeast,New York,New York,Women's Apparel,46.00,260.00,1196.00,442.52,Online
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,Men's Street Footwear,46.00,313.00,1439.80,892.68,Online
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,46.00,261.00,1200.60,528.26,Online
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.00,276.00,993.60,466.99,Online
Foot Locker,1185732,2020-01-22,Northeast,New York,New York,Women's Athletic Footwear,44.00,206.00,906.40,444.14,Online
Foot Locker,1185732,2020-01-23,Northeast,New York,New York,Men's Apparel,58.00,243.00,1409.40,606.04,Online
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,48.00,290.00,1392.00,528.96,Online
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,Men's Street Footwear,46.00,354.00,1628.40,1025.89,Online
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,48.00,259.00,1243.20,534.58,Online
Foot Locker,1185732,2020-01-27,Northeast,New York,New York,Women's Street Footwear,39.00,247.00,963.30,472.02,Online
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,Women's Athletic Footwear,43.00,216.00,928.80,464.40,Online
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,59.00,230.00,1357.00,569.94,Online
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,Women's Apparel,45.00,238.00,1071.00,374.85,Online
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Street Footwear,45.00,300.00,1350.00,837.00,Online
Foot Locker,1185732,2020-02-01,Northeast,New York,New York,Men's Athletic Footwear,47.00,234.00,1099.80,450.92,Online
Foot Locker,1185732,2020-02-02,Northeast,New York,New York,Women's Street Footwear,39.00,252.00,982.80,491.40,Online
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,41.00,239.00,979.90,480.15,Online
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,56.00,215.00,1204.00,505.68,Online
Foot Locker,1185732,2020-02-05,Northeast,New York,New York,Women's Apparel,49.00,238.00,1166.20,431.49,Online
Foot Locker,1185732,2020-02-06,Northeast,New York,New York,Men's Street Footwear,54.00,317.00,1711.80,1095.55,Online
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,50.00,259.00,1295.00,518.00,Online
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,46.00,261.00,1200.60,564.28,Online
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,46.00,230.00,1058.00,507.84,Online
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,59.00,245.00,1445.50,650.48,Online
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,59.00,290.00,1711.00,615.96,Online
Foot Locker,1185732,2020-03-04,Northeast,New York,New York,Men's Street Footwear,55.00,313.00,1721.50,1050.12,Online
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54.00,270.00,1458.00,597.78,Online
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.00,278.00,1278.80,613.82,Online
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,47.00,261.00,1226.70,552.02,Online
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,55.00,252.00,1386.00,623.70,Online
Foot Locker,1185732,2020-03-09,Northeast,New York,New York,Women's Apparel,64.00,305.00,1952.00,761.28,Online
Foot Locker,1185732,2020-03-10,Northeast,New York,New York,Men's Street Footwear,59.00,319.00,1882.10,1129.26,Online
Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,53.00,267.00,1415.10,594.34,Online
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,46.00,247.00,1136.20,511.29,Online
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,46.00,243.00,1117.80,514.19,Online
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,58.00,231.00,1339.80,576.11,Online
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,61.00,286.00,1744.60,697.84,Online
Foot Locker,1185732,2020-03-16,Northeast,New York,New York,Men's Street Footwear,58.00,325.00,1885.00,1149.85,Online
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,53.00,308.00,1632.40,669.28,Online
Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Women's Street Footwear,45.00,257.00,1156.50,531.99,Online
Foot Locker,1185732,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,47.00,241.00,1132.70,532.37,Online
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,54.00,270.00,1458.00,656.10,Online
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,62.00,290.00,1798.00,665.26,Online
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,56.00,360.00,2016.00,1249.92,Online
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.00,270.00,1350.00,594.00,Online
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.00,268.00,1259.60,592.01,Online
Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,47.00,252.00,1184.40,544.82,Online
Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,58.00,252.00,1461.60,584.64,Online
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.00,280.00,1652.00,660.80,Online
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,64.00,236.00,1510.40,634.37,Online
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,68.00,290.00,1972.00,749.36,Online
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60.00,299.00,1794.00,1076.40,Online
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.00,273.00,1446.90,622.17,Online
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,52.00,258.00,1341.60,643.97,Online
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,50.00,252.00,1260.00,617.40,Online
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,64.00,254.00,1625.60,682.75,Online
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,66.00,263.00,1735.80,642.25,Online
Walmart,1185732,2020-05-03,Northeast,New York,New York,Men's Street Footwear,62.00,312.00,1934.40,1238.02,Online
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,51.00,300.00,1530.00,642.60,Online
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54.00,285.00,1539.00,723.33,Online
Walmart,1185732,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,54.00,225.00,1215.00,558.90,Online
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,60.00,261.00,1566.00,673.38,Online
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,68.00,290.00,1972.00,690.20,Online
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,24.00,234.00,561.60,263.95,Online
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,34.00,225.00,765.00,374.85,Online
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,33.00,210.00,693.00,318.78,Online
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,34.00,175.00,595.00,327.25,Online
Sports Direct,1197831,2020-07-23,South,Texas,Houston,Men's Apparel,36.00,154.00,554.40,238.39,Online
Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,34.00,203.00,690.20,441.73,Online
Sports Direct,1197831,2020-07-25,South,Texas,Houston,Men's Street Footwear,23.00,213.00,489.90,244.95,Online
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,33.00,255.00,841.50,378.68,Online
Sports Direct,1197831,2020-07-27,South,Texas,Houston,Women's Street Footwear,32.00,176.00,563.20,253.44,Online
Sports Direct,1197831,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,34.00,175.00,595.00,357.00,Online
Sports Direct,1197831,2020-07-29,South,Texas,Houston,Men's Apparel,38.00,125.00,475.00,213.75,Online
Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,34.00,196.00,666.40,419.83,Online
Sports Direct,1197831,2020-07-31,South,Texas,Houston,Men's Street Footwear,29.00,254.00,736.60,331.47,Online
Sports Direct,1197831,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,39.00,236.00,920.40,414.18,Online
Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,32.00,182.00,582.40,285.38,Online
Sports Direct,1197831,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,37.00,174.00,643.80,373.40,Online
Sports Direct,1197831,2020-08-04,South,Texas,Houston,Men's Apparel,41.00,125.00,512.50,205.00,Online
Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,39.00,189.00,737.10,442.26,Online
Sports Direct,1197831,2020-08-06,South,Texas,Houston,Men's Street Footwear,27.00,234.00,631.80,303.26,Online
Sports Direct,1197831,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,38.00,225.00,855.00,384.75,Online
Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,34.00,203.00,690.20,317.49,Online
Sports Direct,1197831,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,36.00,163.00,586.80,346.21,Online
Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,42.00,147.00,617.40,259.31,Online
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,39.00,232.00,904.80,551.93,Online
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,29.00,268.00,777.20,373.06,Online
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,38.00,259.00,984.20,452.73,Online
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,33.00,225.00,742.50,356.40,Online
Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,39.00,189.00,737.10,427.52,Online
Walmart,1197831,2020-08-16,South,Texas,Houston,Men's Apparel,42.00,168.00,705.60,282.24,Online
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.00,276.00,1021.20,643.36,Online
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,39.00,238.00,928.20,436.25,Online
Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,42.00,238.00,999.60,449.82,Online
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,37.00,232.00,858.40,420.62,Online
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,38.00,203.00,771.40,439.70,Online
Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,41.00,169.00,692.90,311.81,Online
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,47.00,250.00,1175.00,752.00,Online
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,37.00,238.00,880.60,396.27,Online
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,42.00,238.00,999.60,459.82,Online
Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,37.00,319.00,1180.30,531.14,Online
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,36.00,210.00,756.00,453.60,Online
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,41.00,196.00,803.60,321.44,Online
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,47.00,293.00,1377.10,867.57,Online
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,37.00,268.00,991.60,485.88,Online
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,41.00,259.00,1061.90,477.86,Online
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,39.00,297.00,1158.30,532.82,Online
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,38.00,189.00,718.20,423.74,Online
Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,41.00,169.00,692.90,277.16,Online
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,46.00,225.00,1035.00,672.75,Online
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,44.00,255.00,1122.00,538.56,Online
Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,41.00,213.00,873.30,401.72,Online
Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,46.00,234.00,1076.40,527.44,Online
Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,47.00,181.00,850.70,467.89,Online
Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,44.00,175.00,770.00,331.10,Online
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,50.00,213.00,1065.00,681.60,Online
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,44.00,240.00,1056.00,528.00,Online
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,43.00,216.00,928.80,436.54,Online
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,48.00,188.00,902.40,424.13,Online
Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,45.00,168.00,756.00,438.48,Online
Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,42.00,150.00,630.00,258.30,Online
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,53.00,210.00,1113.00,690.06,Online
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,43.00,234.00,1006.20,493.04,Online
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,43.00,243.00,1044.90,512.00,Online
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,47.00,206.00,968.20,464.74,Online
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,48.00,203.00,974.40,535.92,Online
Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,42.00,195.00,819.00,368.55,Online
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,51.00,247.00,1259.70,781.01,Online
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,41.00,238.00,975.80,468.38,Online
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.00,285.00,1254.00,601.92,Online
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,47.00,255.00,1198.50,587.27,Online
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,47.00,182.00,855.40,496.13,Online
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,42.00,169.00,709.80,319.41,Online
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,53.00,261.00,1383.30,857.65,Online
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,37.00,209.00,773.30,347.99,Online
West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,49.00,194.00,950.60,294.69,Online
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,46.00,217.00,998.20,449.19,Online
West Gear,1128299,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,48.00,175.00,840.00,336.00,Online
West Gear,1128299,2020-11-05,West,California,San Francisco,Men's Apparel,51.00,161.00,821.10,517.29,Online
West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,49.00,233.00,1141.70,285.43,Online
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,37.00,223.00,825.10,412.55,Online
West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,49.00,210.00,1029.00,318.99,Online
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,49.00,196.00,960.40,470.60,Online
West Gear,1128299,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,47.00,150.00,705.00,296.10,Online
West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,50.00,140.00,700.00,427.00,Online
West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,46.00,182.00,837.20,234.42,Online
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,49.00,230.00,1127.00,507.15,Online
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,58.00,175.00,1015.00,304.50,Online
West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,55.00,203.00,1116.50,524.76,Online
West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,58.00,174.00,1009.20,433.96,Online
West Gear,1128299,2020-12-23,West,California,San Francisco,Men's Apparel,62.00,145.00,899.00,566.37,Online
West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,54.00,210.00,1134.00,306.18,Online
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,56.00,228.00,1276.80,600.10,Online
West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,62.00,203.00,1258.60,377.58,Online
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,64.00,210.00,1344.00,672.00,Online
West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,54.00,188.00,1015.20,416.23,Online
West Gear,1128299,2020-12-29,West,California,San Francisco,Men's Apparel,59.00,152.00,896.80,582.92,Online
West Gear,1128299,2020-12-30,West,California,San Francisco,Women's Apparel,72.00,203.00,1461.60,394.63,Online
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,56.00,252.00,1411.20,705.60,Online
West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,64.00,225.00,1440.00,518.40,Online
West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,60.00,218.00,1308.00,667.08,Online
West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,56.00,182.00,1019.20,458.64,Online
West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,60.00,154.00,924.00,609.84,Online
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,72.00,189.00,1360.80,449.06,Online
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.00,273.00,1528.80,764.40,Online
West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,63.00,248.00,1562.40,578.09,Online
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,64.00,206.00,1318.40,725.12,Online
West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,59.00,210.00,1239.00,607.11,Online
West Gear,1128299,2021-01-10,West,California,San Francisco,Men's Apparel,62.00,155.00,961.00,634.26,Online
West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,72.00,219.00,1576.80,551.88,Online
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.00,277.00,1551.20,698.04,Online
West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,59.00,245.00,1445.50,491.47,Online
West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,62.00,248.00,1537.60,707.30,Online
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,55.00,218.00,1199.00,479.60,Online
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,64.00,233.00,1491.20,954.37,Online
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,72.00,233.00,1677.60,486.50,Online
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.00,273.00,1692.60,778.60,Online
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,66.00,259.00,1709.40,512.82,Online
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,60.00,200.00,1200.00,564.00,Online
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,59.00,188.00,1109.20,454.77,Online
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,69.00,188.00,1297.20,791.29,Online
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,76.00,181.00,1375.60,343.90,Online
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,51.00,241.00,1229.10,516.22,Online
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,56.00,268.00,1500.80,420.22,Online
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,52.00,225.00,1170.00,468.00,Online
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,53.00,203.00,1075.90,376.57,Online
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,63.00,218.00,1373.40,796.57,Online
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,65.00,217.00,1410.50,338.52,Online
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,51.00,236.00,1203.60,541.62,Online
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,59.00,219.00,1292.10,374.71,Online
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,50.00,182.00,910.00,382.20,Online
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,51.00,203.00,1035.30,372.71,Online
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,59.00,182.00,1073.80,622.80,Online
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,63.00,196.00,1234.80,284.00,Online
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,52.00,263.00,1367.60,601.74,Online
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,58.00,236.00,1368.80,342.20,Online
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,50.00,210.00,1050.00,420.00,Online
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,53.00,210.00,1113.00,445.20,Online
West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,63.00,163.00,1026.90,585.33,Online
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,67.00,202.00,1353.40,284.21,Online
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.00,293.00,1494.30,597.72,Online
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.00,273.00,1583.40,427.52,Online
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,52.00,233.00,1211.60,484.64,Online
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,51.00,194.00,989.40,395.76,Online
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,59.00,175.00,1032.50,619.50,Online
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,67.00,208.00,1393.60,320.53,Online
Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,32.00,203.00,649.60,331.30,Online
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,41.00,196.00,803.60,289.30,Online
Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,41.00,189.00,774.90,402.95,Online
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,41.00,160.00,656.00,321.44,Online
Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,49.00,145.00,710.50,468.93,Online
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,41.00,182.00,746.20,231.32,Online
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,34.00,225.00,765.00,405.45,Online
Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,43.00,195.00,838.50,335.40,Online
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,44.00,169.00,743.60,371.80,Online
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,41.00,152.00,623.20,305.37,Online
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,46.00,113.00,519.80,353.46,Online
Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,41.00,176.00,721.60,216.48,Online
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,32.00,216.00,691.20,345.60,Online
Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,41.00,195.00,799.50,279.83,Online
Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,42.00,169.00,709.80,390.39,Online
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,41.00,154.00,631.40,284.13,Online
Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,46.00,106.00,487.60,331.57,Online
Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,41.00,188.00,770.80,269.78,Online
Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,43.00,240.00,1032.00,516.00,Online
Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,49.00,156.00,764.40,275.18,Online
Kohl's,1189833,2021-04-09,West,California,Los Angeles,Women's Street Footwear,49.00,175.00,857.50,471.63,Online
Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,43.00,152.00,653.60,320.26,Online
Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,49.00,119.00,583.10,384.85,Online
Kohl's,1189833,2021-04-12,West,California,Los Angeles,Women's Apparel,62.00,174.00,1078.80,356.00,Online
Kohl's,1189833,2021-04-13,West,California,Los Angeles,Men's Street Footwear,41.00,208.00,852.80,443.46,Online
Kohl's,1189833,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,47.00,169.00,794.30,278.01,Online
Kohl's,1189833,2021-04-15,West,California,Los Angeles,Women's Street Footwear,45.00,163.00,733.50,381.42,Online
